0.001000	0.00	1.200000
0.002000	0.00	1.280000
0.003000	0.00	1.360000
0.004000	-0.00	1.440000
0.005000	-0.01	1.520000
0.006000	-0.11	1.600000
0.007000	-2.20	1.679999
0.008000	-44.24	1.759977
0.009000	-935.74	1.839534
0.010000	-17726.95	1.910177
0.011000	-6849.49	1.812907
0.012000	-5418.27	1.824413
0.013000	-7981.93	1.850230
0.014000	-9339.22	1.850411
0.015000	-7509.51	1.837018
0.016000	-7487.38	1.841923
0.017000	-8234.89	1.847049
0.018000	-8075.01	1.844701
0.019000	-7730.61	1.843951
0.020000	-7887.18	1.846644
0.021000	-8019.46	1.847773
0.022000	-7946.73	1.847578
0.023000	-7944.59	1.848111
0.024000	-7986.55	1.848665
0.025000	-7995.03	1.848799
0.026000	-7983.70	1.848849
0.027000	-7990.58	1.849012
0.028000	-7999.05	1.849106
0.029000	-7994.74	1.849116
0.030000	-7992.68	1.849168
0.031000	-7994.08	1.849242
0.032000	-7993.13	1.849301
0.033000	-7989.77	1.849370
0.034000	-7987.63	1.849472
0.035000	-7986.54	1.849596
0.036000	-7984.47	1.849730
0.037000	-7982.51	1.849886
0.038000	-7980.93	1.850060
0.039000	-7979.38	1.850251
0.040000	-7977.82	1.850457
0.041000	-7975.94	1.850679
0.042000	-7974.64	1.850920
0.043000	-7973.04	1.851173
0.044000	-7971.76	1.851443
0.045000	-7970.56	1.851725
0.046000	-7969.19	1.852020
0.047000	-7968.08	1.852328
0.048000	-7966.83	1.852647
0.049000	-7965.94	1.852979
0.050000	-7964.96	1.853319
0.051000	-7964.12	1.853670
0.052000	-7963.26	1.854029
0.053000	-7962.59	1.854396
0.054000	-7961.97	1.854770
0.055000	-7961.18	1.855150
0.056000	-7961.11	1.855539
0.057000	-7960.51	1.855928
0.058000	-7960.53	1.856322
0.059000	-7960.39	1.856717
0.060000	-7959.82	1.857113
0.061000	-7959.73	1.857515
0.062000	-7959.74	1.857918
0.063000	-7960.01	1.858320
0.064000	-7959.89	1.858720
0.065000	-7960.24	1.859121
0.066000	-7959.98	1.859519
0.067000	-7959.45	1.859919
0.068000	-7960.31	1.860325
0.069000	-7960.21	1.860722
0.070000	-7959.92	1.861119
0.071000	-7959.99	1.861520
0.072000	-7960.70	1.861920
0.073000	-7960.59	1.862313
0.074000	-7960.36	1.862707
0.075000	-7961.06	1.863104
0.076000	-7960.56	1.863493
0.077000	-7961.74	1.863888
0.078000	-7960.44	1.864270
0.079000	-7961.95	1.864666
0.080000	-7961.27	1.865046
0.081000	-7962.01	1.865434
0.082000	-7962.45	1.865814
0.083000	-7962.52	1.866189
0.084000	-7962.94	1.866564
0.085000	-7962.69	1.866934
0.086000	-7963.76	1.867307
0.087000	-7963.69	1.867670
0.088000	-7964.22	1.868033
0.089000	-7964.68	1.868391
0.090000	-7965.92	1.868744
0.091000	-7965.59	1.869085
0.092000	-7965.99	1.869429
0.093000	-7967.44	1.869769
0.094000	-7967.77	1.870095
0.095000	-7968.05	1.870417
0.096000	-7968.33	1.870736
0.097000	-7969.49	1.871053
0.098000	-7969.63	1.871358
0.099000	-7969.62	1.871662
0.100000	-7971.18	1.871966
0.101000	-7971.74	1.872254
0.102000	-7971.61	1.872536
0.103000	-7972.59	1.872820
0.104000	-7973.05	1.873094
0.105000	-7973.93	1.873364
0.106000	-7974.15	1.873625
0.107000	-7974.84	1.873883
0.108000	-7975.39	1.874135
0.109000	-7975.68	1.874381
0.110000	-7976.30	1.874624
0.111000	-7976.62	1.874861
0.112000	-7977.18	1.875095
0.113000	-7977.64	1.875323
0.114000	-7978.22	1.875547
0.115000	-7978.50	1.875764
0.116000	-7978.89	1.875979
0.117000	-7979.03	1.876190
0.118000	-7979.64	1.876400
0.119000	-7980.41	1.876604
0.120000	-7980.56	1.876800
0.121000	-7981.00	1.876994
0.122000	-7980.98	1.877184
0.123000	-7981.35	1.877374
0.124000	-7981.78	1.877561
0.125000	-7982.53	1.877743
0.126000	-7982.03	1.877918
0.127000	-7982.80	1.878097
0.128000	-7982.93	1.878269
0.129000	-7983.66	1.878440
0.130000	-7983.25	1.878603
0.131000	-7983.68	1.878771
0.132000	-7984.38	1.878934
0.133000	-7984.21	1.879090
0.134000	-7984.49	1.879248
0.135000	-7984.81	1.879403
0.136000	-7985.04	1.879555
0.137000	-7985.40	1.879705
0.138000	-7985.78	1.879851
0.139000	-7985.43	1.879993
0.140000	-7985.97	1.880139
0.141000	-7986.04	1.880279
0.142000	-7986.40	1.880419
0.143000	-7986.40	1.880555
0.144000	-7986.90	1.880691
0.145000	-7986.67	1.880822
0.146000	-7987.19	1.880955
0.147000	-7986.91	1.881083
0.148000	-7987.72	1.881214
0.149000	-7987.29	1.881337
0.150000	-7988.00	1.881464
0.151000	-7987.81	1.881584
0.152000	-7988.18	1.881706
0.153000	-7988.25	1.881824
0.154000	-7988.32	1.881941
0.155000	-7988.59	1.882058
0.156000	-7988.59	1.882172
0.157000	-7989.01	1.882286
0.158000	-7989.12	1.882396
0.159000	-7988.83	1.882505
0.160000	-7989.28	1.882617
0.161000	-7989.16	1.882724
0.162000	-7989.76	1.882832
0.163000	-7989.33	1.882935
0.164000	-7989.69	1.883041
0.165000	-7989.95	1.883145
0.166000	-7989.72	1.883245
0.167000	-7990.12	1.883348
0.168000	-7989.99	1.883447
0.169000	-7990.55	1.883547
0.170000	-7989.96	1.883641
0.171000	-7990.62	1.883742
0.172000	-7990.34	1.883836
0.173000	-7990.51	1.883932
0.174000	-7990.89	1.884027
0.175000	-7990.72	1.884118
0.176000	-7990.95	1.884211
0.177000	-7990.68	1.884302
0.178000	-7991.08	1.884395
0.179000	-7990.96	1.884484
0.180000	-7991.26	1.884574
0.181000	-7991.13	1.884662
0.182000	-7991.19	1.884750
0.183000	-7991.24	1.884839
0.184000	-7991.41	1.884926
0.185000	-7991.49	1.885012
0.186000	-7991.73	1.885097
0.187000	-7991.21	1.885180
0.188000	-7991.53	1.885268
0.189000	-7991.83	1.885352
0.190000	-7991.51	1.885434
0.191000	-7992.21	1.885519
0.192000	-7991.34	1.885597
0.193000	-7991.88	1.885684
0.194000	-7991.68	1.885765
0.195000	-7992.07	1.885848
0.196000	-7992.11	1.885927
0.197000	-7991.84	1.886006
0.198000	-7992.24	1.886088
0.199000	-7991.73	1.886165
0.200000	-7992.04	1.886248
0.201000	-7992.15	1.886328
0.202000	-7992.34	1.886406
0.203000	-7992.01	1.886483
0.204000	-7992.07	1.886562
0.205000	-7992.32	1.886642
0.206000	-7992.13	1.886719
0.207000	-7992.49	1.886797
0.208000	-7991.97	1.886872
0.209000	-7992.67	1.886953
0.210000	-7992.28	1.887026
0.211000	-7992.54	1.887103
0.212000	-7992.07	1.887178
0.213000	-7992.43	1.887257
0.214000	-7992.50	1.887333
0.215000	-7992.70	1.887408
0.216000	-7992.59	1.887481
0.217000	-7992.20	1.887555
0.218000	-7992.62	1.887633
0.219000	-7992.53	1.887707
0.220000	-7992.53	1.887781
0.221000	-7992.62	1.887856
0.222000	-7992.77	1.887930
0.223000	-7992.57	1.888002
0.224000	-7992.81	1.888076
0.225000	-7992.44	1.888148
0.226000	-7992.88	1.888224
